source	target	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references
P05412	Q01201	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15596805;CollecTRI:17446175;DoRothEA:15596805;TRRUST:15596805
P11473	Q07973	1	1	1	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;IntAct_CollecTRI;IntAct_DoRothEA;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;ReMap_DoRothEA;SIGNOR_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15601867;CollecTRI:15647825;CollecTRI:17130524;CollecTRI:17339334;CollecTRI:17368189;CollecTRI:17585873;CollecTRI:18726998;CollecTRI:19244278;CollecTRI:19429444;CollecTRI:19502595;CollecTRI:20398752;CollecTRI:20440542;CollecTRI:21763285;CollecTRI:21917910;CollecTRI:23463632;CollecTRI:27728806;CollecTRI:7632726;CollecTRI:7829502;CollecTRI:9687155;HTRIdb:17368189;TRRUST:19244278;TRRUST:19429444;TRRUST:21763285;TRRUST:23463632;TRRUST:9687155
O43524	Q96EB6	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15604409;CollecTRI:20816089;CollecTRI:23262029;CollecTRI:23525956;DoRothEA:23525956;TRRUST:23525956
Q16665	P09958	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA;TFe_DoRothEA	CollecTRI:15611046
Q12778	P30279	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA	CollecTRI:12391153;CollecTRI:15613482;DoRothEA:12391153
P10276	P15692	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	CollecTRI:11804877;CollecTRI:15613498;CollecTRI:17470563;CollecTRI:18326047
Q13285	P26439	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;IntAct_DoRothEA;SIGNOR_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRD_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15615861;CollecTRI:15928316;CollecTRI:19022561;CollecTRI:22615892;CollecTRI:23874725;TRRUST:19022561
P18146	Q04206	1	0	1	0	0	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA	CollecTRI:10671503;CollecTRI:20427719;DoRothEA:10671503
Q04206	P18146	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15616591;CollecTRI:19276347;CollecTRI:20427719;CollecTRI:21983014;TRRUST:21983014
P18146	O75293	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ENCODE-proximal;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;ReMap_DoRothEA	CollecTRI:15616591
Q16665	P14625	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRIdb;PAZAR_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TFe_DoRothEA	CollecTRI:15620698;CollecTRI:19828020;DoRothEA:15620698;HTRIdb:19828020
O75030	Q8N726	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	CollecTRI:15623583;CollecTRI:19067971;CollecTRI:1999537
O75030	P42771	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	CollecTRI:15623583;CollecTRI:19067971;CollecTRI:1999537
P42224	P09603	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ENCODE-proximal;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;ORegAnno;ORegAnno_DoRothEA;PAZAR;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	CollecTRI:15624698;CollecTRI:22951020;HTRIdb:15624698;ORegAnno:22951020;PAZAR:15624698
P36956	P52789	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:14747281;CollecTRI:15627654;DoRothEA:14747281;HTRIdb:14747281;TRRUST:14747281
Q07869	P05121	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:12667383;CollecTRI:15631825;CollecTRI:20400680;CollecTRI:20969520;CollecTRI:9869165;DoRothEA:15631825;TRRUST:12667383;TRRUST:15631825
P15036	P01215	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15637148;CollecTRI:22446105;DoRothEA:15637148;TRRUST:15637148
P04198	Q00987	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;NTNU.Curated_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15644444;CollecTRI:15917661;CollecTRI:15927364;CollecTRI:19649205;HTRIdb:15644444;TRRUST:15644444;TRRUST:15927364
O15350	Q9BXH1	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;KEGG-MEDICUS;SIGNOR_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15650240;CollecTRI:15865927;CollecTRI:17700533;CollecTRI:18565851;CollecTRI:18579560;CollecTRI:19421143;DoRothEA:17700533;TRRUST:17700533
O15350	Q96PG8	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;KEGG-MEDICUS;SIGNOR_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15650240;CollecTRI:15865927;CollecTRI:17700533;CollecTRI:18565851;CollecTRI:18579560;CollecTRI:19421143;DoRothEA:17700533;TRRUST:17700533
P08047	P41235	1	1	0	1	1	0	CollecTRI;DoRothEA;ENCODE-proximal;ExTRI_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15651981;CollecTRI:19540905;CollecTRI:23307400;DoRothEA:23307400;TRRUST:23307400
P17676	P41440	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15652157;DoRothEA:15652157;HTRIdb:15652157;SIGNOR:15652157;TRRUST:15652157
Q13127	Q13509	1	0	1	1	0	1	CollecTRI;DoRothEA;ENCODE-proximal;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;ReMap_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15654842;CollecTRI:22159867;CollecTRI:22684772;DoRothEA:22684772;TRRUST:22159867;TRRUST:22684772
P35638	P10145	1	1	0	1	1	0	CollecTRI;CytReg_CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15659384;CollecTRI:15688424;CollecTRI:17197543;CollecTRI:17709599;CollecTRI:18772138;CollecTRI:18850010;CollecTRI:21471847;CollecTRI:22031759;DoRothEA:18772138;HTRIdb:18772138;TRRUST:18772138
P0DPQ6	P10145	1	1	0	1	1	0	CollecTRI;CytReg_CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15659384;CollecTRI:15688424;CollecTRI:17197543;CollecTRI:17709599;CollecTRI:18772138;CollecTRI:18850010;CollecTRI:21471847;CollecTRI:22031759;DoRothEA:18772138;HTRIdb:18772138;TRRUST:18772138
P18146	P80365	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA;RegNetwork_DoRothEA;SIGNOR_CollecTRI;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15659537;CollecTRI:20427719;DoRothEA:15659537;TRRUST:15659537
P19838	P80365	1	1	1	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15659537;CollecTRI:20427719;DoRothEA:15659537;TRRUST:15659537
P04637	P17936	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-reviews_DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10101800;CollecTRI:15661074;CollecTRI:15713654;CollecTRI:18084616;CollecTRI:20003326;CollecTRI:23810988;CollecTRI:7566179;CollecTRI:9525742;TRRUST:10101800
P49711	O43187	1	1	0	1	1	0	CollecTRI;DoRothEA;ENCODE-proximal;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15670593;DoRothEA:15670593;TRRUST:15670593
P18847	Q99988	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;ReMap_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15670751;CollecTRI:16286461;CollecTRI:20110283;CollecTRI:23178451;DoRothEA:15670751;SIGNOR:15670751;TRRUST:15670751
P08047	P02649	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRD_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:11229886;CollecTRI:15670754;CollecTRI:18467438;CollecTRI:2188976;DoRothEA:11229886;TRRUST:11229886
P22415	Q6Q788	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;ORegAnno;ORegAnno_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15684402;CollecTRI:15941710;CollecTRI:18572192;CollecTRI:20054229;ORegAnno:15684402;TRRUST:15684402;TRRUST:18572192;TRRUST:20054229
P41970	P01100	1	0	1	1	0	1	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;FANTOM4_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	CollecTRI:15548518;CollecTRI:15684718;CollecTRI:23063436;CollecTRI:7958835;HTRIdb:15548518
P15407	Q8N726	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFe_DoRothEA	CollecTRI:15688012
P15407	P42771	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFe_DoRothEA	CollecTRI:15688012
P05412	P11511	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;HOCOMOCO_DoRothEA;RegNetwork_DoRothEA;SIGNOR_CollecTRI;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15688015;CollecTRI:16810058;CollecTRI:19022561;CollecTRI:21393445;DoRothEA:16810058;TRRUST:16810058
Q12778	P21554	1	0	1	1	0	1	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA	CollecTRI:15688035;CollecTRI:16690806;DoRothEA:16690806
P08047	P16035	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10764764;CollecTRI:15691353;CollecTRI:16275157;DoRothEA:10764764;TRRUST:10764764
Q9UIS9	Q15047	1	0	1	1	0	1	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15327775;CollecTRI:15691849;CollecTRI:17066076;DoRothEA:17066076;TRRUST:15327775;TRRUST:17066076
P03372	Q9BQ69	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;ORegAnno;ORegAnno_DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	CollecTRI:15691879;CollecTRI:17893710;CollecTRI:18206366;CollecTRI:19403568;DoRothEA:15691879;ORegAnno:15691879
P08047	Q9BQ69	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;ORegAnno;ORegAnno_DoRothEA;PAZAR;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15691879;CollecTRI:18206366;ORegAnno:15691879;PAZAR:15691879;TRRUST:18206366
P41235	Q9Y694	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ENCODE-proximal;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;ReMap_DoRothEA	CollecTRI:15692145
P14921	P12644	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15695386;CollecTRI:19431154;DoRothEA:15695386;TRRUST:15695386
Q02447	P07288	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15708372;DoRothEA:15708372;HTRIdb:15708372;SIGNOR:15708372;TRRUST:15708372
P42229	P41182	1	1	1	1	0	1	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15711548;CollecTRI:16819511;CollecTRI:20124477;CollecTRI:20498019;CollecTRI:23716595;TRRUST:16819511;TRRUST:23716595
P08651	P02771	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	CollecTRI:15716018
Q9Y5W3	P29474	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GOA_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15718498;CollecTRI:15834135;CollecTRI:16043642;CollecTRI:18218985;CollecTRI:20551324;CollecTRI:22178876;CollecTRI:22987017;DoRothEA:22987017;TRRUST:22987017
Q9Y5W3	P07204	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;SIGNOR_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15718498;CollecTRI:16043642;CollecTRI:17244683;CollecTRI:19661484;CollecTRI:20947822;DoRothEA:19661484;TRRUST:19661484
Q04206	P19875	1	1	0	1	1	0	CollecTRI;CytReg_CollecTRI;DoRothEA;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;IntAct_DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:12914794;CollecTRI:14597166;CollecTRI:15132979;CollecTRI:15666090;CollecTRI:15722553;CollecTRI:16166378;CollecTRI:17363596;CollecTRI:17449583;CollecTRI:18362169;CollecTRI:21507677;CollecTRI:24634218;CollecTRI:27076634;CollecTRI:27889620;CollecTRI:28266569;TRRUST:17363596
P19838	Q14213	1	1	0	1	1	0	CollecTRI;CytReg_CollecTRI;DoRothEA;ENCODE-distal;ENCODE-proximal;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15728491;CollecTRI:24214980;CollecTRI:9733827;DoRothEA:9733827;TRRUST:9733827
Q04206	Q14213	1	1	0	1	1	0	CollecTRI;CytReg_CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15728491;CollecTRI:19556516;CollecTRI:9733827;DoRothEA:9733827;TRRUST:9733827
Q01094	Q96KQ4	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15706352;CollecTRI:15731768;CollecTRI:21479363;TRRUST:15706352;TRRUST:21479363
O00716	Q13625	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA	CollecTRI:15592436;CollecTRI:15731768
P37231	P20393	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA	CollecTRI:12821652;CollecTRI:15733732;DoRothEA:12821652;SIGNOR:12821652
O15350	O14746	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15734740;CollecTRI:16205639;CollecTRI:16234237;CollecTRI:22496369;TRRUST:16205639
P04637	O43715	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-reviews_DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA;TFactS_CollecTRI	CollecTRI:15735003;DoRothEA:18431400
Q01094	P13640	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;GOA_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15731768;CollecTRI:15735762;DoRothEA:15735762;HTRIdb:15735762;TRRUST:15735762
P18146	P15692	1	1	1	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;Pavlidis2021_CollecTRI;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15517885;CollecTRI:15737464;CollecTRI:19526316;CollecTRI:20489156;CollecTRI:9049304;HTRIdb:20489156;HTRIdb:9049304;TRRUST:15517885;TRRUST:20489156;TRRUST:9049304
Q92481	P41222	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;SIGNOR_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15743775;CollecTRI:17574780;DoRothEA:15743775;HTRIdb:15743775;TRRUST:15743775
P19419	Q9NX09	1	1	0	1	1	0	CollecTRI;DoRothEA-reviews_DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:15751966;CollecTRI:16008523
P49715	P23141	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;PAZAR_DoRothEA	CollecTRI:15752068;CollecTRI:18305377;DoRothEA:18305377;HTRIdb:18305377
P10242	P19544	1	1	0	0	0	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15752709;CollecTRI:18064385;DoRothEA:18064385;TRRUST:18064385
P19544	P10242	1	0	1	1	0	1	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:7559553;DoRothEA:7559553;HTRIdb:7559553;TRRUST:7559553
Q04206	Q00653	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;FANTOM4_DoRothEA;HOCOMOCO_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	CollecTRI:15755876;CollecTRI:7541912;CollecTRI:9056676;CollecTRI:9528780;DoRothEA:7541912
P20719	P21246	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;PAZAR;TFactS_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15757903;DoRothEA:15757903;HTRIdb:15757903;PAZAR:15757903;TRRUST:15757903
Q01094	O96020	1	1	0	1	1	0	CollecTRI;DoRothEA;ENCODE-proximal;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;ReMap_DoRothEA	CollecTRI:15767783
P01100	P35354	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:11278336;CollecTRI:12057991;CollecTRI:15772294;CollecTRI:17440114;CollecTRI:17556653;CollecTRI:8906578;CollecTRI:9620167;DoRothEA:9620167;HTRIdb:9620167;TRRUST:11278336;TRRUST:12057991;TRRUST:17556653;TRRUST:9620167
O14901	P01308	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15774581;CollecTRI:17479246;CollecTRI:18199129;CollecTRI:18593768;CollecTRI:19122346;CollecTRI:20060466;CollecTRI:21592955;CollecTRI:22801105;HTRIdb:15774581;TRRUST:15774581;TRRUST:18199129;TRRUST:18593768;TRRUST:21592955
P18848	Q96RU7	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GOA_CollecTRI;ReMap_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15775988;CollecTRI:15781252;CollecTRI:18408768;CollecTRI:18940792;CollecTRI:20592469;CollecTRI:21068199;CollecTRI:21220698;DoRothEA:15775988;TRRUST:15775988;TRRUST:20592469;TRRUST:21220698
P35638	Q96RU7	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;GOA_CollecTRI;SIGNOR_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15775988;CollecTRI:16949670;CollecTRI:18940792;CollecTRI:19164449;CollecTRI:19566842;CollecTRI:21068199;TRRUST:15775988;TRRUST:18940792
P0DPQ6	Q96RU7	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;GOA_CollecTRI;SIGNOR_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15775988;CollecTRI:16949670;CollecTRI:18940792;CollecTRI:19164449;CollecTRI:19566842;CollecTRI:21068199;TRRUST:15775988;TRRUST:18940792
P14316	Q03518	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15778351;DoRothEA:15778351;TRRUST:15778351
