source	target	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references
P01106	Q16665	1	0	1	0	0	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	CollecTRI:12695333;CollecTRI:18632605;DoRothEA:12695333;HTRIdb:12695333
P25490	Q9UDY4	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15782117;CollecTRI:17510411;CollecTRI:21345358;TRRUST:15782117;TRRUST:21345358
P18146	P27695	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;JASPAR_DoRothEA;PAZAR_DoRothEA	CollecTRI:15788231;CollecTRI:18324520;DoRothEA:15788231
Q16665	P00338	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;HTRIdb;IntAct_DoRothEA;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;Pavlidis2021_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15794924;CollecTRI:16319523;CollecTRI:19828020;CollecTRI:8089148;CollecTRI:8955077;CollecTRI:9632793;CollecTRI:9746763;CollecTRI:9748288;HTRIdb:19828020;TRRUST:8955077
Q16665	P00558	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRIdb;PAZAR_DoRothEA;RegNetwork_DoRothEA;SIGNOR_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TFe_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15794924;CollecTRI:18024476;CollecTRI:19828020;CollecTRI:8089148;DoRothEA:8089148;HTRIdb:19828020;TRRUST:8089148
P03372	Q9Y618	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P17676	P0DJI9	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15812237;CollecTRI:8244997;CollecTRI:9570146;DoRothEA:8244997;TRRUST:8244997
P19838	P0DJI9	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA	CollecTRI:15812237;CollecTRI:8244997;CollecTRI:9570146;DoRothEA:8244997
Q04206	P0DJI9	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;HOCOMOCO_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15812237;CollecTRI:8244997;CollecTRI:9570146;DoRothEA:8244997;TRRUST:8244997
Q08050	Q16363	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFe_DoRothEA	CollecTRI:15817462
P10275	Q13451	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-reviews_DoRothEA;ExTRI_CollecTRI;HTRIdb;IntAct_DoRothEA;NTNU.Curated_CollecTRI;ReMap_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA	CollecTRI:11867260;CollecTRI:15821585;CollecTRI:16210365;CollecTRI:17142810;CollecTRI:19433513;CollecTRI:20048054;CollecTRI:20610535;CollecTRI:21809344;HTRIdb:20610535
P98177	O43521	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;PAZAR;TFe_DoRothEA	CollecTRI:15824087;CollecTRI:21858169;PAZAR:15824087
P08047	P08648	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TFactS_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15825163;CollecTRI:18775869;CollecTRI:22227038;CollecTRI:24130169;DoRothEA:18775869;HTRIdb:18775869;TRRUST:18775869
P08047	P10276	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15831516;CollecTRI:16740727;CollecTRI:7585542;CollecTRI:9626663;DoRothEA:9626663;HTRIdb:9626663;TRRUST:9626663
Q07869	P05413	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA	CollecTRI:15833283;CollecTRI:16936205;DoRothEA:16936205
P08047	Q13315	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;FANTOM4_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:11466608;CollecTRI:15837784;TRRUST:11466608
P11831	P60709	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ENCODE-proximal;ExTRI_CollecTRI;GEREDB_CollecTRI;HOCOMOCO_DoRothEA;NTNU.Curated_CollecTRI;ORegAnno;ORegAnno_DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	CollecTRI:15837932;CollecTRI:1762920;CollecTRI:18804439;CollecTRI:9571041;DoRothEA:1762920;ORegAnno:1762920;PAZAR:1762920;PAZAR:9571041
P84022	P05305	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA	CollecTRI:15838328;CollecTRI:16740983;CollecTRI:17376964;CollecTRI:22301113
P52952	P43694	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;GEREDB_CollecTRI;SIGNOR_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15653675;CollecTRI:16137232;CollecTRI:19479054;DoRothEA:19479054;TRRUST:19479054
Q16254	P14635	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRIdb;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15855772;CollecTRI:17531812;CollecTRI:22508987;DoRothEA:22508987;HTRIdb:17531812;TRRUST:22508987
Q01860	Q9H9S0	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15860457;CollecTRI:17068183;CollecTRI:17272500;CollecTRI:18338330;CollecTRI:18537119;CollecTRI:18662995;CollecTRI:18687992;CollecTRI:19522013;CollecTRI:20505756;CollecTRI:22745796;TRRUST:17068183;TRRUST:18338330
Q9H9S0	Q01860	1	1	0	0	0	0	CollecTRI;DoRothEA;ENCODE-proximal;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:16790525;CollecTRI:22378194;DoRothEA:22378194;TRRUST:22378194
P48431	Q9H9S0	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA	CollecTRI:15860457;CollecTRI:17324942;CollecTRI:18537119;CollecTRI:19522013;CollecTRI:22745796;CollecTRI:23939864;DoRothEA:15860457
P08047	P24903	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15860659;DoRothEA:15860659;HTRIdb:15860659;TRRUST:15860659
Q02447	P24903	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15860659;DoRothEA:15860659;HTRIdb:15860659;TRRUST:15860659
Q15853	P01833	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:14644095;CollecTRI:15864740;CollecTRI:9756509;DoRothEA:14644095;TRRUST:14644095;TRRUST:15864740
P25490	P04626	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15870067;CollecTRI:18218085;CollecTRI:19435870;TRRUST:15870067;TRRUST:18218085;TRRUST:19435870
P40763	Q12923	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;IntAct_DoRothEA;NTNU.Curated_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15870198;CollecTRI:24191246;TRRUST:24191246
P36956	Q9Y4H2	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15881188;CollecTRI:16091421;TRRUST:15881188;TRRUST:16091421
P23769	Q03112	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P08047	P12272	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ENCODE-distal;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15889157;CollecTRI:8063775;CollecTRI:9030555;DoRothEA:8063775;HTRIdb:8063775;TRRUST:8063775
P08047	P06400	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;ORegAnno;ORegAnno_DoRothEA;PAZAR;PAZAR_DoRothEA	CollecTRI:12760745;CollecTRI:15618023;CollecTRI:1588949;CollecTRI:17384411;CollecTRI:18801742;CollecTRI:21465530;CollecTRI:7896792;CollecTRI:8007947;DoRothEA:15618023;ORegAnno:15618023;PAZAR:12760745
P10242	P01106	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;FANTOM4_DoRothEA;IntAct_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:11259163;CollecTRI:1588953;CollecTRI:1594249;CollecTRI:16088151;CollecTRI:1679531;CollecTRI:18408764;CollecTRI:19609274;CollecTRI:2233716;CollecTRI:8382794;CollecTRI:8474446;CollecTRI:9596659;TRRUST:11259163;TRRUST:1594249;TRRUST:16088151;TRRUST:19609274
P17947	P41182	1	0	1	1	0	1	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;GOA_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;ORegAnno;ORegAnno_DoRothEA;PAZAR;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15892171;CollecTRI:19564417;CollecTRI:31000603;HTRIdb:15892171;ORegAnno:15892171;PAZAR:15892171;TRRUST:19564417
P25490	P11021	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15760841;CollecTRI:15899857;CollecTRI:16452489;CollecTRI:8972185;HTRIdb:15760841;TRRUST:15899857
P04637	P33993	1	0	1	1	0	1	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15899946;DoRothEA:15899946;TRRUST:15899946
P16220	P02751	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;PAZAR;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	CollecTRI:12372774;CollecTRI:1320003;CollecTRI:1404598;CollecTRI:15608673;CollecTRI:15908479;CollecTRI:1845987;CollecTRI:2170405;CollecTRI:22357921;CollecTRI:2542772;CollecTRI:8648265;CollecTRI:8803927;DoRothEA:8803927;HTRIdb:8803927;PAZAR:1404598;PAZAR:15608673;PAZAR:1845987;PAZAR:2170405;PAZAR:2542772
P18146	Q06643	1	1	0	1	1	0	CollecTRI;CytReg_CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15910501;CollecTRI:8786306;DoRothEA:8786306;TRRUST:8786306
P41235	P11712	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;PAZAR;PAZAR_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15919766;CollecTRI:16540586;CollecTRI:16882880;CollecTRI:18552123;CollecTRI:20086032;CollecTRI:21292004;CollecTRI:24960263;CollecTRI:7794915;HTRIdb:15919766;HTRIdb:16540586;HTRIdb:20086032;PAZAR:16540586;PAZAR:7794915;TRRUST:15919766;TRRUST:16540586;TRRUST:16882880;TRRUST:18552123;TRRUST:20086032
Q16665	O95477	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFe_DoRothEA	CollecTRI:15922656;CollecTRI:19828131
Q02447	O95477	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10884428;CollecTRI:15922656;DoRothEA:15922656;TRRUST:10884428;TRRUST:15922656
P08047	P78396	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	CollecTRI:10196209;CollecTRI:15922873;DoRothEA:10196209;HTRIdb:10196209
P08047	P10244	1	1	0	0	0	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15922873;DoRothEA:15922873;TRRUST:15922873
P41235	P06727	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ENCODE-proximal;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;ORegAnno;ORegAnno_DoRothEA;PAZAR;PAZAR_DoRothEA	CollecTRI:15583007;CollecTRI:15928313;CollecTRI:16338932;CollecTRI:17556588;CollecTRI:7984419;CollecTRI:8257717;CollecTRI:9366246;DoRothEA:15583007;ORegAnno:15583007;ORegAnno:9366246;PAZAR:7984419
Q06710	P16473	1	0	1	1	0	1	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15929662;CollecTRI:17614769;DoRothEA:17614769;TRRUST:17614769
Q16665	P40337	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;FANTOM4_DoRothEA;RegNetwork_DoRothEA;TFe_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:12205091;CollecTRI:15930297;CollecTRI:15962286;CollecTRI:16883594;CollecTRI:17140440;CollecTRI:17482131;CollecTRI:21887475;CollecTRI:22150821;CollecTRI:22396654;CollecTRI:23159849;TRRUST:12205091;TRRUST:15962286;TRRUST:17140440
P41235	P10632	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;TFe_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15933212;CollecTRI:20086032;DoRothEA:20086032;HTRIdb:20086032;TRRUST:20086032
P14921	P14780	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;RegNetwork_DoRothEA;SIGNOR_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10949659;CollecTRI:11556732;CollecTRI:15949416;CollecTRI:16722933;CollecTRI:22206665;CollecTRI:22270366;DoRothEA:22270366;TRRUST:10949659;TRRUST:11556732;TRRUST:22270366
P05549	P24593	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15956342;CollecTRI:7559606;DoRothEA:7559606;HTRIdb:7559606;TRRUST:7559606
P04637	P39060	1	1	0	1	1	0	CollecTRI;DoRothEA-reviews_DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:15958553
P04637	O95819	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA;ReMap_DoRothEA	CollecTRI:15958553;CollecTRI:17113036
P42229	P14222	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA	CollecTRI:10072525;CollecTRI:15963857;CollecTRI:20096607;DoRothEA:10072525
Q9UJU2	Q99417	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15979100;DoRothEA:15979100;TRRUST:15979100
O75030	Q16665	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15983061;CollecTRI:22012259;DoRothEA:22012259;TRRUST:22012259
P11473	P49913	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15985530;CollecTRI:22841393;DoRothEA:15985530;TRRUST:15985530
P15407	P48506	1	0	1	1	0	1	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:11912197;CollecTRI:15988009;CollecTRI:16054171;HTRIdb:11912197;TRRUST:16054171
Q16665	P24385	1	1	1	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15991006;CollecTRI:20179204;CollecTRI:20360945;CollecTRI:23455892;DoRothEA:20179204;TRRUST:20179204
P40763	P01106	1	1	1	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ENCODE-proximal;ExTRI_CollecTRI;FANTOM4_DoRothEA;IntAct_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10464281;CollecTRI:15184887;CollecTRI:15469392;CollecTRI:17204573;CollecTRI:17959148;CollecTRI:18184402;CollecTRI:19259613;CollecTRI:19289167;CollecTRI:20067773;CollecTRI:20581311;CollecTRI:20654581;CollecTRI:21573184;CollecTRI:22317895;CollecTRI:22349830;CollecTRI:9325164;CollecTRI:9874564;TRRUST:10464281;TRRUST:15184887;TRRUST:15469392;TRRUST:17204573;TRRUST:18184402;TRRUST:19259613;TRRUST:20067773;TRRUST:20654581;TRRUST:22317895
Q969G2	P01241	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;TFe_DoRothEA	CollecTRI:15998782;CollecTRI:18445675
P40763	Q16665	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:16007214;CollecTRI:17597020;CollecTRI:18644974;CollecTRI:19265129;CollecTRI:20924113;CollecTRI:23991099;TRRUST:17597020;TRRUST:18644974;TRRUST:19265129;TRRUST:23991099
P05412	P51589	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:12737630;CollecTRI:16008525;CollecTRI:20180943;CollecTRI:20194533;HTRIdb:12737630;TRRUST:12737630;TRRUST:16008525
P03372	Q16678	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;HTRIdb;JASPAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15126349;CollecTRI:16010691;CollecTRI:17511620;CollecTRI:18414489;CollecTRI:22761658;DoRothEA:15126349;HTRIdb:18414489;TRRUST:15126349
P03372	P04798	1	0	1	1	0	1	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:15837795;CollecTRI:15858227;CollecTRI:16010691;CollecTRI:16972788;CollecTRI:17511620;CollecTRI:20716622;CollecTRI:22837390;HTRIdb:16972788;TRRUST:15837795
Q00613	P0DMV8	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ENCODE-proximal;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;NTNU.Curated_CollecTRI;PAZAR;PAZAR_DoRothEA;Pavlidis2021_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:1508207;CollecTRI:16012946;CollecTRI:16460681;CollecTRI:1717345;CollecTRI:17897941;CollecTRI:20692357;CollecTRI:21932106;CollecTRI:22797943;CollecTRI:23212905;CollecTRI:23874968;CollecTRI:24041570;CollecTRI:2674689;CollecTRI:9011567;CollecTRI:9699716;PAZAR:1508207;PAZAR:1717345;PAZAR:2674689;TRRUST:17897941;TRRUST:20692357;TRRUST:23212905;TRRUST:23874968
P10242	P08311	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;ORegAnno;ORegAnno_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:16019164;DoRothEA:16019164;ORegAnno:16019164;TRRUST:16019164
P17947	P08311	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;ORegAnno;ORegAnno_DoRothEA;PAZAR;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:16019164;DoRothEA:16019164;ORegAnno:16019164;PAZAR:16019164;TRRUST:16019164
P10275	P20151	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-reviews_DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;IntAct_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:11532861;CollecTRI:1370633;CollecTRI:16020662;CollecTRI:16751804;CollecTRI:20103546;CollecTRI:20688158;CollecTRI:23884959;CollecTRI:7686046;CollecTRI:9241247;TRRUST:11532861;TRRUST:16751804;TRRUST:20688158;TRRUST:9241247
P10242	Q02447	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:16024108;CollecTRI:18342022;DoRothEA:18342022;TRRUST:18342022
